ID,dateTimeMeasured,SampleName,d17O,d17OError,d18O,d18OError,Dp17O,Dp17OError,nSamCycles,nSamPoints,nRefPoints,pCO2Ref,pCO2Ref_error,pCO2Sam,pCO2Sam_error,pCO2Mismatch,pCO2Mismatch_error,PCellRef,PCellRef_error,PCellSam,PCellSam_error,PCellMismatch,PCellMismatch_error,TCellSam,TCellSam_error,TCellRef,TCellRef_error,TCellMismatch,TCellMismatch_error,TIntSam,TIntSam_error,TIntRef,TIntRef_error,TIntMismatch,TIntMismatch_error,measurementPeriod
16229,2023-10-05 08:19:45,NBS18,9.267,0.011,17.92,0.022,-153.8,8.0,10.0,2529.0,2837.0,414.673,0.32335,414.67,0.42441,-0.0058,0.2497,42.2139,0.00147,42.2119,0.00098,-0.00203,0.0011,24.5936,0.00271,24.5936,0.00271,0.0001,0.00032,32.2588,0.03506,32.2544,0.03134,0.00553,0.01844,2023-09-20 to 2023-10-08
16233,2023-10-05 19:52:45,NBS18,9.223,0.011,17.813,0.012,-141.7,5.2,9.0,2318.0,2667.0,414.73,0.3486,414.797,0.41048,0.09476,0.25516,42.3388,0.00083,42.3383,0.00124,-0.00052,0.00113,24.5932,0.00267,24.5932,0.00267,-0.00018,0.00026,32.2817,0.03377,32.2758,0.0385,0.00726,0.01366,2023-09-20 to 2023-10-08
16234,2023-10-05 22:40:00,NBS18,9.294,0.008,17.925,0.013,-129.6,6.4,10.0,2549.0,2843.0,414.633,0.25551,414.719,0.37994,0.05496,0.19139,42.2546,0.00118,42.2551,0.00094,0.0006,0.00116,24.594,0.00258,24.594,0.00258,-4e-05,0.00034,32.2524,0.0333,32.2433,0.03279,0.00929,0.02243,2023-09-20 to 2023-10-08
16239,2023-10-06 21:11:09,NBS18,9.29,0.004,17.947,0.008,-144.6,2.9,10.0,2495.0,2828.0,414.254,0.33498,414.52,0.41948,0.26973,0.23178,42.332,0.00178,42.3319,0.00121,-6e-05,0.00143,24.5879,0.00264,24.5879,0.00264,-2e-05,0.00033,32.2674,0.02494,32.2603,0.0227,0.00774,0.01608,2023-09-20 to 2023-10-08
16240,2023-10-06 23:56:46,NBS18,9.357,0.01,18.069,0.01,-141.9,5.8,10.0,2470.0,2828.0,414.322,0.28848,414.454,0.37886,0.13728,0.23442,42.3731,0.00063,42.3731,0.00117,7e-05,0.00113,24.5902,0.00269,24.5902,0.00269,0.00015,0.0003,32.2977,0.02771,32.2971,0.02077,0.00065,0.01779,2023-09-20 to 2023-10-08
16243,2023-10-07 08:25:43,NBS18,9.268,0.006,17.893,0.011,-138.2,3.0,10.0,2558.0,2780.0,414.235,0.32067,414.42,0.38009,0.16074,0.22364,42.3498,0.0011,42.3491,0.00117,-0.00064,0.00113,24.5907,0.00255,24.5907,0.00255,5e-05,0.00032,32.2888,0.0315,32.2813,0.03217,0.00748,0.01014,2023-09-20 to 2023-10-08
16244,2023-10-07 11:11:21,NBS18,9.33,0.01,18.007,0.011,-136.1,7.2,10.0,2524.0,2739.0,414.257,0.28545,414.267,0.45915,-0.0054,0.32405,42.368,0.00095,42.3679,0.00109,-7e-05,0.00103,24.5908,0.00267,24.5908,0.00267,3e-05,0.0004,32.2984,0.03191,32.2977,0.03185,0.00026,0.01926,2023-09-20 to 2023-10-08
16180,2023-09-29 00:47:02,KoelnRefCO2-2,16.906,0.007,32.503,0.013,-123.7,6.5,10.0,2452.0,2718.0,414.595,0.28379,414.539,0.34139,-0.04692,0.20308,42.3701,0.00149,42.3708,0.00125,0.00088,0.00156,24.5856,0.00266,24.5856,0.00266,0.0001,0.00021,,,,,,,2023-09-20 to 2023-10-08
16181,2023-09-29 03:28:41,KoelnRefCO2-2,16.93,0.01,32.566,0.011,-132.0,4.8,10.0,2412.0,2769.0,414.723,0.24434,414.464,0.35024,-0.25837,0.18656,42.3535,0.00109,42.354,0.00174,0.00042,0.00203,24.5856,0.00253,24.5856,0.00253,0.0001,0.00038,,,,,,,2023-09-20 to 2023-10-08
16182,2023-09-29 06:12:57,KoelnRefCO2-2,16.922,0.006,32.552,0.006,-133.8,3.4,10.0,2406.0,2748.0,414.621,0.31158,414.692,0.36475,0.07653,0.28146,42.3452,0.00111,42.3452,0.001,5e-05,0.00112,24.5864,0.00258,24.5864,0.00258,-0.00016,0.00022,,,,,,,2023-09-20 to 2023-10-08
16222,2023-10-04 12:37:32,IAEA603,20.479,0.037,39.43,0.064,-146.9,7.7,10.0,2535.0,2846.0,414.752,0.31293,414.666,0.38946,-0.06873,0.21098,42.3167,0.00094,42.3172,0.00119,0.00041,0.00125,24.5928,0.00316,24.5928,0.00316,8e-05,0.00036,32.2963,0.03045,32.2907,0.03275,0.00839,0.00775,2023-09-20 to 2023-10-08
16223,2023-10-04 15:23:57,IAEA603,20.454,0.015,39.404,0.022,-158.3,8.8,10.0,2542.0,2873.0,414.839,0.2906,414.58,0.46436,-0.24434,0.33199,42.3393,0.0015,42.3383,0.0015,-0.00104,0.00101,24.5907,0.00263,24.5907,0.00263,9e-05,0.00042,32.2819,0.02307,32.279,0.0282,0.00254,0.0121,2023-09-20 to 2023-10-08
16226,2023-10-04 23:57:31,IAEA603,20.386,0.011,39.282,0.015,-162.7,8.9,10.0,2563.0,2759.0,414.763,0.32134,414.616,0.47747,-0.17439,0.30084,42.2579,0.0011,42.2571,0.00092,-0.00075,0.00109,24.5895,0.00264,24.5895,0.00264,6e-05,0.00031,32.2159,0.03876,32.2156,0.03401,-0.00347,0.01898,2023-09-20 to 2023-10-08
16227,2023-10-05 02:41:43,IAEA603,20.417,0.005,39.321,0.008,-152.0,4.5,10.0,2537.0,2846.0,414.693,0.2923,414.514,0.3865,-0.17127,0.28261,42.2401,0.0014,42.2408,0.00094,0.00069,0.00121,24.5924,0.00263,24.5924,0.00263,8e-05,0.00031,32.2492,0.05992,32.2395,0.0605,0.00732,0.02331,2023-09-20 to 2023-10-08
16231,2023-10-05 14:16:18,IAEA603,20.435,0.009,39.369,0.01,-159.2,5.0,10.0,2477.0,2805.0,414.764,0.263,414.787,0.45095,0.02398,0.33817,42.3598,0.00114,42.3603,0.00111,0.00055,0.00126,24.5968,0.00263,24.5968,0.00263,8e-05,0.00035,32.3369,0.03116,32.3372,0.03191,0.0021,0.00994,2023-09-20 to 2023-10-08
16232,2023-10-05 17:00:48,IAEA603,20.483,0.012,39.437,0.026,-146.3,7.9,10.0,2508.0,2847.0,414.772,0.31967,414.732,0.39633,-0.04614,0.28054,42.3551,0.00101,42.3561,0.0011,0.00096,0.0009,24.5935,0.00258,24.5935,0.00258,0.0001,0.00035,32.2934,0.02058,32.2821,0.02639,0.01204,0.00852,2023-09-20 to 2023-10-08
16237,2023-10-06 15:34:25,IAEA603,20.45,0.016,39.369,0.03,-144.3,5.1,9.0,2232.0,2571.0,414.072,0.25808,414.277,0.39003,0.20474,0.15263,42.2922,0.00112,42.2918,0.00124,-0.00036,0.00116,24.5899,0.0031,24.5899,0.0031,9e-05,0.00029,32.2476,0.02345,32.2527,0.02995,-0.00305,0.0113,2023-09-20 to 2023-10-08
16238,2023-10-06 18:20:23,IAEA603,20.495,0.013,39.493,0.022,-163.3,6.1,9.0,2246.0,2501.0,414.383,0.32032,414.206,0.36959,-0.17069,0.21613,42.3454,0.00089,42.3458,0.00107,0.00038,0.00091,24.5883,0.00261,24.5883,0.00261,-7e-05,0.00039,32.2523,0.02726,32.2459,0.02297,0.0079,0.01226,2023-09-20 to 2023-10-08
16241,2023-10-07 02:48:50,IAEA603,20.382,0.008,39.275,0.008,-162.8,6.1,10.0,2429.0,2786.0,414.216,0.35417,414.333,0.47483,0.09319,0.19704,42.3443,0.00125,42.3446,0.0012,0.00016,0.00078,24.5897,0.00268,24.5897,0.00268,-0.00024,0.00025,32.2893,0.0308,32.2922,0.02744,-0.00526,0.01951,2023-09-20 to 2023-10-08
16242,2023-10-07 05:34:31,IAEA603,20.441,0.01,39.348,0.012,-142.8,7.0,10.0,2458.0,2773.0,414.206,0.38075,414.242,0.43387,0.03423,0.26307,42.3738,0.00142,42.3738,0.00158,6e-05,0.00145,24.5912,0.00266,24.5912,0.00266,0.00011,0.00056,32.291,0.03017,32.2923,0.02671,-0.00068,0.01853,2023-09-20 to 2023-10-08
